time,uid,antname,padname,statnum,poserrX,poserrY,poserrZ,poserr()X,poserr()Y,poserr()Z,newposX,newposY,newposZ,geoerrX,geoerrY,geoerrZ,geoposX,geoposY,geoposZ,delayrms
5131848671952000000,uid___A002_Xed4607_X13266,DA59,A083,Station_16,-0.000563,-0.000371,-0.00022,3.3e-05,5.9999999999999995e-05,0.00015,-0.001655,-0.000535,7.5000350000000005,-0.0006519999999999999,0.00010800000000000001,-0.000256,2224943.808102,-5440201.5262,-2481486.752257,0.3
5131925433984000000,uid___A002_Xed8123_X1b10,DA59,A083,Station_14,-0.00023799999999999998,0.000143,0.00011499999999999999,1.9e-05,2.2e-05,0.000204,-0.00133,-2.1e-05,7.500369999999999,-0.00015900000000000002,-0.00023999999999999998,8.7e-05,2224943.8085950003,-5440201.5262,-2481486.752257,0.19
5132143143312000000,uid___A002_Xed9025_X637c,DA59,A083,Station_12,-0.000197,-0.000386,-0.000397,2.8999999999999997e-05,8.7e-05,0.000185,-0.001289,-0.00055,7.499858000000001,-0.000377,0.00040300000000000004,-0.00020099999999999998,2224943.808377,-5440201.5262,-2481486.752257,0.33
5132203505472000000,uid___A002_Xed9025_X9c7d,DA59,A083,Station_15,-0.000414,-0.00031800000000000003,0.00011200000000000001,4.8e-05,4.7e-05,0.000175,-0.001506,-0.000482,7.500367,-0.000391,-0.00013700000000000002,-0.000336,2224943.808363,-5440201.5262,-2481486.752257,0.3
5132249410896000000,uid___A002_Xed9025_Xad36,DA59,A083,Station_13,-0.000518,-0.000118,0.00023199999999999997,3.1e-05,4e-05,0.000268,-0.00161,-0.00028199999999999997,7.500487,-0.00041600000000000003,-0.000352,-0.000199,2224943.808338,-5440201.5262,-2481486.752257,0.33
5132305246032000000,uid___A002_Xed9025_Xe99c,DA59,A083,Station_13,-0.00018,-0.000515,-5.9999999999999995e-05,4.7e-05,2.6000000000000002e-05,0.000177,-0.0012720000000000001,-0.000679,7.500195,-0.000264,0.000168,-0.00045099999999999996,2224943.80849,-5440201.5262,-2481486.752257,0.28
5132333981904000000,uid___A002_Xedbc85_X54a,DA59,A083,Station_15,-0.000669,-0.00016999999999999999,-0.00016999999999999999,6.6e-05,5.7999999999999994e-05,0.000336,-0.001761,-0.000334,7.500085,-0.000704,-4.7e-05,-9.1e-05,2224943.80805,-5440201.5262,-2481486.752257,0.52
5132390259408000000,uid___A002_Xedbc85_X451e,DA59,A083,Station_13,-0.000241,-0.000205,-0.00028399999999999996,0.000206,0.000152,0.0009289999999999999,-0.001333,-0.00036899999999999997,7.499971,-0.000352,0.000225,-7.900000000000001e-05,2224943.808402,-5440201.5262,-2481486.752257,1.46
5132401964928000000,uid___A002_Xedbc85_X4f15,DA59,A083,Station_13,-0.000453,-0.000221,4.9e-05,1.2e-05,2.7000000000000002e-05,7.3e-05,-0.001545,-0.00038500000000000003,7.500303999999999,-0.00043499999999999995,-0.000133,-0.000223,2224943.808319,-5440201.5262,-2481486.752257,0.13
5132420235120000000,uid___A002_Xedbc85_X6057,DA59,A083,Station_15,-0.000489,-0.00023799999999999998,0.000324,2.1e-05,2.1e-05,0.00011599999999999999,-0.0015810000000000002,-0.00040199999999999996,7.500578999999999,-0.000375,-0.000375,-0.00034500000000000004,2224943.808379,-5440201.5262,-2481486.752257,0.18
5132443327248000000,uid___A002_Xedbc85_X7b8f,DA59,A083,Station_14,-0.000293,-0.00025299999999999997,0.00043200000000000004,4e-05,3.6e-05,0.000286,-0.001385,-0.000417,7.500686999999999,-0.00015800000000000002,-0.000388,-0.000401,2224943.808596,-5440201.5262,-2481486.752257,0.32
5132460615456000000,uid___A002_Xedbc85_X9082,DA59,A083,Station_14,-0.0005139999999999999,-0.000273,3.5e-05,3.8e-05,4.7e-05,0.000164,-0.0016059999999999998,-0.000437,7.50029,-0.000503,-0.000126,-0.000266,2224943.808251,-5440201.5262,-2481486.752257,0.29
5132476354992000000,uid___A002_Xedbc85_Xa220,DA59,A083,Station_16,-0.000197,-0.00023199999999999997,0.00042,8.9e-05,6.7e-05,0.000297,-0.001289,-0.000396,7.500675,-7e-05,-0.000349,-0.000377,2224943.808684,-5440201.5262,-2481486.752257,0.56
5132494331760000000,uid___A002_Xedbc85_Xac09,DA59,A083,Station_16,-0.000124,-5.4000000000000005e-05,0.000204,3.3e-05,2.6000000000000002e-05,9.8e-05,-0.001216,-0.000218,7.500458999999999,-5.2000000000000004e-05,-0.00020099999999999998,-0.000129,2224943.808702,-5440201.5262,-2481486.752257,0.16
5132511239040000000,uid___A002_Xedbc85_Xc8f6,DA59,A083,Station_16,-0.00031099999999999997,-0.000135,0.000149,2.9999999999999997e-05,5e-05,0.000126,-0.001403,-0.000299,7.500404,-0.000256,-0.000196,-0.000182,2224943.808498,-5440201.5262,-2481486.752257,0.24
5132548382832000000,uid___A002_Xedbc85_Xe234,DA59,A083,Station_16,-0.000629,0.000101,-0.00082,0.00011200000000000001,0.00011599999999999999,0.000466,-0.001721,-6.3e-05,7.499435000000001,-0.0008529999999999999,0.000425,0.000412,2224943.8079009997,-5440201.5262,-2481486.752257,0.96
