time,uid,antname,padname,statnum,poserrX,poserrY,poserrZ,poserr()X,poserr()Y,poserr()Z,newposX,newposY,newposZ,geoerrX,geoerrY,geoerrZ,geoposX,geoposY,geoposZ,delayrms
5132443327248000000,uid___A002_Xedbc85_X7b8f,DV12,A120,Station_29,0.0007,-0.000471,0.000241,2.8999999999999997e-05,2.8000000000000003e-05,0.00021899999999999998,-0.000352,-0.00049,7.000978,0.000662,0.000229,-0.000528,2224233.56282,-5439963.33682,-2482603.337877,0.24
5132460615456000000,uid___A002_Xedbc85_X9082,DV12,A120,Station_29,0.0009339999999999999,-0.00042,0.000136,5.7999999999999994e-05,7.3e-05,0.000271,-0.000118,-0.000439,7.0008729999999995,0.00085,0.000389,-0.00044,2224233.563008,-5439963.33682,-2482603.337877,0.45
5132476354992000000,uid___A002_Xedbc85_Xa220,DV12,A120,Station_31,0.0007480000000000001,-0.000391,-0.000614,8.4e-05,6.500000000000001e-05,0.00029,-0.000304,-0.00041,7.000122999999999,0.000421,0.0009480000000000001,-0.000121,2224233.562579,-5439963.33682,-2482603.337877,0.54
5132494331760000000,uid___A002_Xedbc85_Xac09,DV12,A120,Station_31,0.0009369999999999999,-0.00033,0.000298,3.7e-05,2.8999999999999997e-05,0.000121,-0.00011499999999999999,-0.000349,7.001035000000001,0.0009220000000000001,0.00022,-0.00042,2224233.5630799998,-5439963.33682,-2482603.337877,0.19
5132511239040000000,uid___A002_Xedbc85_Xc8f6,DV12,A120,Station_31,0.0008619999999999999,-0.00031099999999999997,-0.000125,4.1e-05,6.500000000000001e-05,0.000169,-0.00018999999999999998,-0.00033,7.000611999999999,0.000709,0.000545,-0.00023799999999999998,2224233.562867,-5439963.33682,-2482603.337877,0.32
5132548382832000000,uid___A002_Xedbc85_Xe234,DV12,A120,Station_31,0.0007639999999999999,-0.00031,-0.0006,4.7e-05,8.9e-05,0.00022999999999999998,-0.000288,-0.00032900000000000003,7.000137,0.000452,0.0009119999999999999,-5.2000000000000004e-05,2224233.56261,-5439963.33682,-2482603.337877,0.51
5132675895024000000,uid___A002_Xede40d_X2246,DV12,A120,Station_30,0.00044699999999999997,-0.00027,-0.000156,3.3e-05,5.3e-05,0.00018999999999999998,-0.000605,-0.00028900000000000003,7.0005809999999995,0.00032,0.0004,-0.000188,2224233.562478,-5439963.33682,-2482603.337877,0.31
5132682255840000000,uid___A002_Xede40d_X26d5,DV12,A120,Station_30,0.000341,-0.0006320000000000001,3e-06,4.9e-05,4.8e-05,0.000157,-0.000711,-0.000651,7.0007399999999995,0.000223,0.000354,-0.000583,2224233.5623810003,-5439963.33682,-2482603.337877,0.31
5132717290176000000,uid___A002_Xede40d_X44f3,DV12,A120,Station_31,0.0008869999999999999,-0.00033999999999999997,-0.0004940000000000001,5.5e-05,6.9e-05,0.000239,-0.000165,-0.000359,7.000242999999999,0.000599,0.00088,-0.000121,2224233.562757,-5439963.33682,-2482603.337877,0.43
5132758485360000000,uid___A002_Xede40d_X5571,DV12,A120,Station_28,0.0008529999999999999,-0.000677,0.001382,8.6e-05,0.0001,0.000277,-0.000199,-0.000696,7.002119,0.001172,-0.000612,-0.0011619999999999998,2224233.56333,-5439963.33682,-2482603.337877,0.46
5132768447472000000,uid___A002_Xede40d_X5d37,DV12,A120,Station_31,0.000769,5.3e-05,-0.001841,0.000192,0.000206,0.000611,-0.000283,3.4e-05,6.998896,7.8e-05,0.001842,0.0007650000000000001,2224233.562236,-5439963.33682,-2482603.337877,1.27
5132838833232000000,uid___A002_Xede40d_X886f,DV12,A120,Station_32,-0.00036,-0.000543,-0.001108,0.0008460000000000001,0.0007019999999999999,0.002677,-0.0014119999999999998,-0.000562,6.999629,-0.000799,0.001004,-6.9e-05,2224233.561359,-5439963.33682,-2482603.337877,4.32
5132852334960000000,uid___A002_Xede40d_X9662,DV12,A120,Station_31,0.0008939999999999999,-0.00025299999999999997,0.00361,0.000286,0.000317,0.0018260000000000001,-0.00015800000000000002,-0.000272,7.004347,0.002049,-0.002649,-0.001638,2224233.564207,-5439963.33682,-2482603.337877,2.87
5133025552320000000,uid___A002_Xee01ae_X372,DV12,A120,Station_31,0.000377,-0.000463,-0.000124,0.000166,0.000181,0.001076,-0.000675,-0.000482,7.000613,0.00023799999999999998,0.00041500000000000006,-0.00037799999999999997,2224233.562396,-5439963.33682,-2482603.337877,1.61
5133063553488000000,uid___A002_Xee01ae_X1377,DV12,A120,Station_29,0.0011970000000000001,0.000118,0.000223,7e-05,7.7e-05,0.000288,0.000145,9.9e-05,7.000960000000001,0.0012029999999999999,0.00022,2.2e-05,2224233.5633610003,-5439963.33682,-2482603.337877,0.51
5133113744016000000,uid___A002_Xee01ae_X2220,DV12,A120,Station_31,0.000816,-0.000429,0.000146,0.00015,0.00016,0.00043099999999999996,-0.000236,-0.00044800000000000005,7.000883,0.0007440000000000001,0.000338,-0.000452,2224233.5629020003,-5439963.33682,-2482603.337877,0.92
5133156007344000000,uid___A002_Xee01ae_X48ab,DV12,A120,Station_29,0.001093,-0.000776,-0.000452,9.4e-05,0.00011200000000000001,0.000322,4.1e-05,-0.000795,7.000285000000001,0.00074,0.001078,-0.000539,2224233.562898,-5439963.33682,-2482603.337877,0.64
5133248653920000000,uid___A002_Xee1748_X2897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5133266906784000000,uid___A002_Xee1eb6_X74a,DV12,A120,Station_29,0.001017,-0.0004940000000000001,-0.001037,0.000267,0.000251,0.000712,-3.5e-05,-0.000513,6.9997,0.0005070000000000001,0.0014470000000000002,-5.1e-05,2224233.562665,-5439963.33682,-2482603.337877,1.4
5133287357040000000,uid___A002_Xee1eb6_X1864,DV12,A120,Station_30,0.000466,-0.00025299999999999997,-0.00043,9.6e-05,0.00011399999999999999,0.000312,-0.000586,-0.000272,7.000307,0.000244,0.000634,-6.6e-05,2224233.562402,-5439963.33682,-2482603.337877,0.67
5133355986816000000,uid___A002_Xee1eb6_X52fb,DV12,A120,Station_31,0.000782,-8.6e-05,0.000546,2e-05,1.4999999999999999e-05,6.9e-05,-0.00027,-0.000105,7.001283,0.000901,-0.000139,-0.000291,2224233.563059,-5439963.33682,-2482603.337877,0.1
5133408486480000000,uid___A002_Xee1eb6_Xb4f8,DV12,A120,Station_32,0.000575,-0.000154,-6.7e-05,0.0001,0.000131,0.000471,-0.00047699999999999994,-0.000173,7.0006699999999995,0.00048600000000000005,0.00033,-0.00011599999999999999,2224233.5626439997,-5439963.33682,-2482603.337877,0.78
5133422873328000000,uid___A002_Xee1eb6_Xc2a1,DV12,A120,Station_27,0.000795,-0.000362,0.00025299999999999997,4.6e-05,4.5e-05,0.000184,-0.00025699999999999996,-0.000381,7.00099,0.000771,0.00021600000000000002,-0.00043200000000000004,2224233.5629290002,-5439963.33682,-2482603.337877,0.36
5133435746544000000,uid___A002_Xee1eb6_Xcff0,DV12,A120,Station_30,0.0008560000000000001,-0.001067,-0.00028399999999999996,0.000301,0.000712,0.0017239999999999998,-0.000196,-0.001086,7.000453,0.000537,0.00095,-0.0008730000000000001,2224233.562695,-5439963.33682,-2482603.337877,3.32
5133451344912000000,uid___A002_Xee1eb6_Xdc89,DV12,A120,Station_32,0.000206,-0.001335,0.00013000000000000002,0.000146,0.00026000000000000003,0.000807,-0.0008460000000000001,-0.001354,7.0008669999999995,3.9e-05,0.00044800000000000005,-0.00128,2224233.5621970003,-5439963.33682,-2482603.337877,1.34
