time,geoposX,geoposY,geoposZ,pressure,relHum,temp,windDir,windSpeed,windMax
5131848671952000000,2229937.944,-5435387.75,-2486806.917,57670.89233398457,3.5727857521602138,271.7899285452707,5.243467738491536,8.414285659790043,8.414285659790043
5131925433984000000,2229937.944,-5435387.75,-2486806.917,57779.26548549113,14.065399987356999,270.54811427252633,5.116308035846235,9.114285741533573,9.114285741533573
5132143143312000000,2229937.944,-5435387.75,-2486806.917,57751.851109096126,14.29292855943957,274.2443428703717,4.5952025877507845,10.257142611912187,10.257142611912187
5132203505472000000,2229937.944,-5435387.75,-2486806.917,57791.605050223145,10.132528713771244,270.10985715729845,1.8101557670684043,5.485714367457813,5.485714367457813
5132249410896000000,2229937.944,-5435387.75,-2486806.917,57777.666364397424,18.69182859148301,269.07898576600206,3.400898713886093,1.3142857210976773,1.3142857210976773
5132305246032000000,2229937.944,-5435387.75,-2486806.917,57633.18830217629,20.23365701947886,272.0104857240404,4.7747221679559155,13.657142911638573,13.657142911638573
5132333981904000000,2229937.944,-5435387.75,-2486806.917,57605.029296875,27.096814291818003,267.9583571025304,4.8744552680698785,5.3285713876996725,5.3285713876996725
5132390259408000000,2229937.944,-5435387.75,-2486806.917,57574.351283482145,3.989128589630128,277.0256856918336,3.0742728110128685,1.0428571488176044,1.0428571488176044
5132401964928000000,2229937.944,-5435387.75,-2486806.917,57467.159598214275,12.35114301954,274.786257137571,4.66002910282486,8.900000027247874,8.900000027247874
5132420235120000000,2229937.944,-5435387.75,-2486806.917,57538.563755580144,24.57328578404014,266.4246428080968,2.129301687433082,2.7714285850524862,2.7714285850524862
5132443327248000000,2229937.944,-5435387.75,-2486806.917,57499.62768554687,24.689228602817998,262.6579857962471,4.5627893302137466,1.4428571462631286,1.4428571462631286
5132460615456000000,2229937.944,-5435387.75,-2486806.917,57521.698869977714,24.265114103044716,260.074271447318,1.904902212176668,1.4142857108797486,1.4142857108797486
5132476354992000000,2229937.944,-5435387.75,-2486806.917,57611.02730887285,7.594114167349685,273.7342857190541,4.670002412836256,8.285714217594688,8.285714217594688
5132494331760000000,2229937.944,-5435387.75,-2486806.917,57513.97530691957,15.725257192339,272.42962856633324,4.530376072676709,11.42857129233214,11.42857129233214
5132511239040000000,2229937.944,-5435387.75,-2486806.917,57624.858747209866,33.38379996163501,263.35534297398164,3.2488057362123017,1.32857143027441,1.32857143027441
5132548382832000000,2229937.944,-5435387.75,-2486806.917,57592.03055245544,10.211228643144858,264.7756858280726,4.699922342870443,1.4714285731315615,1.4714285731315615
5132675895024000000,2229937.944,-5435387.75,-2486806.917,57523.82027762285,20.046900068010572,270.0296000140053,4.844535338035691,2.7142856972557996,2.7142856972557996
5132682255840000000,2229937.944,-5435387.75,-2486806.917,57559.32094029029,13.410957063947572,269.70935713223054,4.747295565424575,2.857142823083071,2.857142823083071
5132717290176000000,2229937.944,-5435387.75,-2486806.917,57535.68812779,15.672128677368141,266.33469994408745,4.08656377716958,1.6285714081355571,1.6285714081355571
5132758485360000000,2229937.944,-5435387.75,-2486806.917,57513.84190150673,19.07274300711486,273.3280571430988,4.79217546047586,11.500000272478553,11.500000272478553
5132768447472000000,2229937.944,-5435387.75,-2486806.917,57594.50945172986,26.65595735822385,271.58214287076675,4.652549120316314,6.900000027247843,6.900000027247843
5132838833232000000,2229937.944,-5435387.75,-2486806.917,57571.013532366014,60.81305803571429,270.41268567357736,4.625122517784972,10.385714258466498,10.385714258466498
5132852334960000000,2229937.944,-5435387.75,-2486806.917,57643.18586076987,64.30374363490513,268.7669142723083,5.1985878434402535,7.371428694043843,7.371428694043843
5133025552320000000,2229937.944,-5435387.75,-2486806.917,57382.659912109426,49.79999978201728,267.8860999924796,4.719868962893236,12.057142938886573,12.057142938886573
5133063553488000000,2229937.944,-5435387.75,-2486806.917,57296.58377511142,29.266742706298853,263.8333712714059,5.502773798787836,10.014285768781427,10.014285768781427
5133113744016000000,2229937.944,-5435387.75,-2486806.917,57274.48120117187,47.48591395786843,267.45517148971555,4.961721730669594,12.671428680419998,12.671428680419998
5133156007344000000,2229937.944,-5435387.75,-2486806.917,57399.740164620576,12.257157189505572,265.8006999560765,5.4728538687536465,8.714285714285756,8.714285714285756
5133248653920000000,2229937.944,-5435387.75,-2486806.917,57570.798165457716,2.2805856977190566,272.9759142871414,4.55780267520805,8.814285891396686,8.814285891396686
5133266906784000000,2229937.944,-5435387.75,-2486806.917,57489.71644810272,9.075857026236374,271.9621571370533,4.408203025037106,12.642857142857132,12.642857142857132
5133287357040000000,2229937.944,-5435387.75,-2486806.917,57642.949567522286,23.69061442783914,269.193285710471,4.440616282574143,6.6714286463601145,6.6714286463601145
5133355986816000000,2229937.944,-5435387.75,-2486806.917,57570.853969029005,6.8792714391435865,274.67115714550016,4.405709697534258,9.099999972752144,9.099999972752144
5133408486480000000,2229937.944,-5435387.75,-2486806.917,57561.181640625146,4.0546142714364155,270.0790571212769,4.5553093477052,3.4857142823083143,3.4857142823083143
5133422873328000000,2229937.944,-5435387.75,-2486806.917,57657.17599051329,4.824842793600902,274.5148857389177,5.046494865766461,7.614285673413957,7.614285673413957
5133435746544000000,2229937.944,-5435387.75,-2486806.917,57506.90569196442,5.802028656005857,274.0101857083185,5.288347633542818,9.085714272090415,9.085714272090415
5133451344912000000,2229937.944,-5435387.75,-2486806.917,57532.77936662956,13.571642875671287,271.5433142764228,4.849521993041386,7.571428571428571,7.571428571428571
