time,uid,antname,padname,statnum,poserrX,poserrY,poserrZ,poserr()X,poserr()Y,poserr()Z,newposX,newposY,newposZ,geoerrX,geoerrY,geoerrZ,geoposX,geoposY,geoposZ,delayrms
5132717290176000000,uid___A002_Xede40d_X44f3,DV11,A088,Station_30,-0.000321,3.3e-05,-0.000178,4.6e-05,6.2e-05,0.000199,-0.0019309999999999998,-0.0014550000000000001,7.0009809999999995,-0.00035499999999999996,1.9e-05,0.0001,2225075.807624,-5440179.672387,-2481412.224847,0.37
5132758485360000000,uid___A002_Xede40d_X5571,DV11,A088,Station_27,-0.00053,0.00016,0.000321,8.8e-05,9.6e-05,0.000261,-0.00214,-0.001328,7.00148,-0.00035499999999999996,-0.000531,2.2e-05,2225075.807624,-5440179.672387,-2481412.224847,0.4
5132768447472000000,uid___A002_Xede40d_X5d37,DV11,A088,Station_30,-0.000341,-0.00056,-0.000348,0.000308,0.00037200000000000004,0.001,-0.0019510000000000003,-0.002048,7.000811,-0.000519,0.00036899999999999997,-0.00037999999999999997,2225075.80746,-5440179.672387,-2481412.224847,2.16
5132838833232000000,uid___A002_Xede40d_X886f,DV11,A088,Station_31,-0.001196,-0.0008230000000000001,-0.001967,0.00044500000000000003,0.000364,0.001366,-0.002806,-0.002311,6.999192,-0.0019140000000000001,0.001521,7.000000000000001e-06,2225075.806065,-5440179.672387,-2481412.224847,2.22
5132852334960000000,uid___A002_Xede40d_X9662,DV11,A088,Station_30,-0.000157,2.3e-05,0.0026320000000000002,0.000254,0.00031,0.0017739999999999998,-0.0017670000000000001,-0.001465,7.0037910000000005,0.000776,-0.002311,-0.001003,2225075.808755,-5440179.672387,-2481412.224847,2.64
5133025552320000000,uid___A002_Xee01ae_X372,DV11,A088,Station_30,-0.0003,4.8e-05,0.000436,2.6000000000000002e-05,2.8000000000000003e-05,0.000169,-0.0019100000000000002,-0.00144,7.001595,-0.00011899999999999999,-0.000503,-0.000125,2225075.80786,-5440179.672387,-2481412.224847,0.25
5133063553488000000,uid___A002_Xee01ae_X1377,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5133113744016000000,uid___A002_Xee01ae_X2220,DV11,A088,Station_30,-0.000449,-0.00020899999999999998,0.000488,6.4e-05,7.099999999999999e-05,0.000223,-0.002059,-0.001697,7.001647,-0.000276,-0.0005110000000000001,-0.00038199999999999996,2225075.807703,-5440179.672387,-2481412.224847,0.43
5133156007344000000,uid___A002_Xee01ae_X48ab,DV11,A088,Station_28,-0.000414,-0.000109,0.000524,5.6000000000000006e-05,5.5e-05,0.000153,-0.0020239999999999998,-0.0015970000000000001,7.001683,-0.00021600000000000002,-0.0005639999999999999,-0.000304,2225075.807763,-5440179.672387,-2481412.224847,0.31
5133248653920000000,uid___A002_Xee1748_X2897,DV11,A088,Station_27,-0.000294,0.000162,5.1e-05,2.7000000000000002e-05,2e-05,8.6e-05,-0.0019039999999999999,-0.001326,7.00121,-0.000231,-0.000213,0.000129,2225075.807748,-5440179.672387,-2481412.224847,0.17
5133266906784000000,uid___A002_Xee1eb6_X74a,DV11,A088,Station_28,-0.000471,-0.000125,3e-06,0.000128,0.00011399999999999999,0.00035299999999999996,-0.002081,-0.0016129999999999999,7.001162,-0.000453,-0.000136,-0.00011599999999999999,2225075.807526,-5440179.672387,-2481412.224847,0.67
5133287357040000000,uid___A002_Xee1eb6_X1864,DV11,A088,Station_29,-0.00028700000000000004,0.00018,-0.00011599999999999999,4e-05,5.5e-05,0.000144,-0.0018969999999999998,-0.001308,7.001042999999999,-0.00028,-7.4e-05,0.00021099999999999998,2225075.807699,-5440179.672387,-2481412.224847,0.3
5133355986816000000,uid___A002_Xee1eb6_X52fb,DV11,A088,Station_30,-0.000258,0.00024900000000000004,0.000371,7.2e-05,5.6000000000000006e-05,0.000244,-0.0018679999999999999,-0.001239,7.001530000000001,-7.3e-05,-0.000504,8.499999999999999e-05,2225075.807906,-5440179.672387,-2481412.224847,0.37
5133408486480000000,uid___A002_Xee1eb6_Xb4f8,DV11,A088,Station_31,-0.00038500000000000003,0.00013700000000000002,7.900000000000001e-05,2.2e-05,2.4e-05,9e-05,-0.001995,-0.001351,7.001238000000001,-0.000309,-0.000262,9.499999999999999e-05,2225075.80767,-5440179.672387,-2481412.224847,0.16
5133422873328000000,uid___A002_Xee1eb6_Xc2a1,DV11,A088,Station_26,-0.000493,-4.2e-05,0.000268,3.2e-05,2.8999999999999997e-05,0.000122,-0.0021030000000000003,-0.0015300000000000001,7.0014270000000005,-0.00036899999999999997,-0.0004,-0.000143,2225075.80761,-5440179.672387,-2481412.224847,0.24
5133435746544000000,uid___A002_Xee1eb6_Xcff0,DV11,A088,Station_29,-0.000927,0.001066,-0.000337,0.00028,0.000641,0.001475,-0.002537,-0.00042199999999999996,7.000822,-0.0008179999999999999,-0.00044699999999999997,0.001113,2225075.807161,-5440179.672387,-2481412.224847,2.98
5133451344912000000,uid___A002_Xee1eb6_Xdc89,DV11,A088,Station_31,0.000145,0.000989,-7.000000000000001e-06,0.000323,0.000442,0.001518,-0.001465,-0.000499,7.001152,0.000277,-0.000295,0.0009140000000000001,2225075.8082560003,-5440179.672387,-2481412.224847,2.51
